#,label,duration,start time,end time,rms,peak freq(meanentire),fundamental(meanentire),max freq(meanentire),entropy(meanentire),hnr(meanentire),filename
244,nf,0.1506,236.1873,236.3379,-49.77,96,96,296,0.106,26.37,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
245,SN,0.1253,236.4793,236.6046,-47.74,131,127,318,0.147,31.79,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
246,SN,0.036,236.672,236.708,-49.66,93,93,335,0.162,29.63,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
247,SN,0.026,236.7799,236.806,-53.6,237,209,426,0.179,28.63,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
248,SN,0.1353,237.0579,237.1933,-51.42,661,725,860,0.163,33.73,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
249,nf,0.218,237.98,238.1979,-47.78,102,102,260,0.103,27.02,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
250,SN,0.1393,238.3446,238.484,-48.76,465,376,635,0.167,32.52,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
251,nf,0.218,238.7826,239.0006,-49.41,112,99,272,0.118,29.14,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
252,nf,0.2626,239.246,239.5086,-50.59,105,105,275,0.1,26.28,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
253,nf,0.0533,240.582,240.6353,-52.93,149,133,354,0.132,27.69,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
254,SN,0.0453,241.268,241.3133,-51.88,231,216,464,0.156,30.85,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
255,SN,0.0466,241.368,241.4146,-49.25,857,830,1135,0.171,32.53,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
256,nf,0.0573,241.7146,241.772,-50.13,175,178,425,0.148,30.53,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
257,nf,0.1466,242.9046,243.0513,-50.53,114,110,257,0.132,26.52,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
258,nf,0.2533,245.8813,246.1346,-51.47,122,118,267,0.118,29.9,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
259,nf,0.1193,246.314,246.4333,-51.06,132,110,295,0.118,26.39,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
260,nf,0.0573,246.6346,246.692,-48.19,100,93,255,0.14,31.51,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
261,nf,0.1686,246.9913,247.16,-49.41,131,116,252,0.106,27.39,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
262,nf,0.3246,247.9146,248.2393,-44.82,94,94,220,0.091,26.92,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
263,SN,0.0306,248.5946,248.6253,-43.29,194,160,373,0.139,33.15,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
264,SN,0.0666,248.6706,248.7373,-48.87,212,193,376,0.147,29.32,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
265,nf,0.2806,248.8326,249.1133,-44.52,93,93,216,0.094,30.5,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
266,nf,0.4186,249.2519,249.6706,-46.83,96,94,245,0.103,29.75,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
267,nf,0.1013,250.2686,250.37,-47.87,120,112,253,0.105,34.15,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
268,SN,0.03,250.58,250.61,-46.5,93,93,242,0.109,33.35,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
269,SN,0.0393,250.66,250.6993,-49.87,190,188,342,0.153,32.76,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
270,SN,0.0486,250.7666,250.8153,-46.17,93,93,220,0.142,34.04,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
271,SN,0.044,250.8919,250.936,-45.39,93,93,215,0.112,33.78,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
272,SN,0.0346,251.0433,251.078,-47.81,200,209,352,0.126,31.37,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
273,SN,0.04,251.1233,251.1633,-52.38,193,187,362,0.132,31.43,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
274,SN,0.044,251.2573,251.3013,-47.95,93,93,230,0.102,29.57,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
275,nf,0.4586,251.5886,252.0473,-47.99,98,97,211,0.099,27.5,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
276,nf,0.3246,252.36,252.6846,-50.43,144,138,284,0.103,28.95,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
277,nf,0.3066,254.1419,254.4486,-49.9,103,103,259,0.105,31.05,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
278,nf,0.048,255.1586,255.2066,-49.75,206,207,359,0.108,32.67,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
279,nf,1.1186,257.8553,258.9739,-40.56,109,105,221,0.113,30.61,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
280,nf,1.1053,259.7306,260.8359,-44.31,106,106,158,0.101,27.92,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
281,SN,0.0353,262.2666,262.302,-46.42,240,229,493,0.147,32.98,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
282,SN,0.0533,262.3973,262.4506,-47.34,673,570,893,0.168,31.86,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
283,SN,0.0573,262.574,262.6313,-53.27,157,157,336,0.129,26.48,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
284,SN,0.0706,262.6626,262.7333,-47.44,257,243,449,0.142,32.19,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
285,nf,1.5413,262.9546,264.496,-50.8,144,143,306,0.114,29.25,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
286,nf,0.378,264.8946,265.2726,-51.44,147,127,295,0.109,30.12,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
287,nf,0.066,266.674,266.7399,-55.49,101,102,343,0.131,29.25,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
288,nf,0.1646,266.9946,267.1593,-51.78,93,93,254,0.12,31.46,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
289,SN,0.0413,267.5366,267.578,-50.76,519,383,717,0.189,28.69,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
290,SN,0.0533,267.6306,267.6839,-46.89,635,578,848,0.179,31.71,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
291,SN,0.0453,267.7633,267.8086,-46.01,822,766,1197,0.182,29.37,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
292,nf,0.3113,267.906,268.2173,-51.49,141,123,297,0.121,26.85,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
293,nf,0.182,268.8066,268.9886,-51.52,103,103,285,0.116,30.47,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
294,SN,0.056,269.1086,269.1646,-51.87,184,183,380,0.16,32.42,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
295,SN,0.056,269.1906,269.2466,-51.17,664,586,905,0.189,32.93,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
296,nf,0.5613,269.4706,270.032,-49.52,111,109,270,0.103,28.97,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
297,SN,0.0553,270.2733,270.3286,-48.9,135,116,315,0.136,36.85,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
298,SN,0.0613,270.35,270.4113,-50.7,361,271,506,0.174,28.07,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
299,SN,0.0426,270.466,270.5086,-47.98,689,708,901,0.144,35.57,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
300,nf,0.2886,270.6213,270.91,-50.73,124,113,277,0.113,27.46,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
301,SN,0.1173,272.2446,272.362,-50.09,328,301,527,0.143,32.67,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
302,SN,0.0406,272.3866,272.4273,-46.04,686,687,933,0.153,28.48,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
303,nf,0.2673,272.4693,272.7366,-52.18,152,146,324,0.11,27.05,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
304,SN,0.0353,272.5226,272.558,-48.97,511,494,727,0.14,33.02,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
305,nf,0.2313,273.1606,273.3919,-51.61,110,107,274,0.108,23.65,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
306,nf,0.142,274.9706,275.1126,-51.09,158,116,361,0.123,30.06,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
307,SN,0.0533,277.3739,277.4273,-48.07,97,96,289,0.138,34.51,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
308,SN,0.05,277.4426,277.4926,-50.74,917,803,1163,0.188,33.5,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
309,SN,0.0586,277.5566,277.6153,-47.3,388,402,586,0.154,30.92,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
310,nf,0.124,277.854,277.9779,-51.95,112,101,321,0.116,26.09,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
311,nf,0.5653,278.2773,278.8426,-52.98,146,123,320,0.133,26.94,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
312,nf,0.16,279.4406,279.6006,-51.86,161,131,381,0.132,25.91,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
313,SN,0.0573,279.9126,279.97,-53.77,209,173,442,0.125,29.7,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
314,SN,0.0746,279.9886,280.0633,-51.98,326,351,526,0.168,31.89,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
315,SN,0.0613,280.1266,280.188,-54.53,285,220,552,0.162,29.78,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
316,nf,0.164,281.4339,281.5979,-47.59,118,101,261,0.103,29.77,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
317,nf,0.0526,283.1686,283.2213,-56.91,103,104,421,0.142,32.62,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
318,nf,0.258,284.906,285.164,-49.81,113,107,269,0.135,28.35,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
319,SN,0.0466,285.3213,285.368,-47.94,93,93,335,0.115,30.83,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
320,SN,0.052,285.3786,285.4306,-43.94,93,93,319,0.142,29.12,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
321,SN,0.0386,285.5213,285.5599,-45.37,482,369,680,0.15,29.36,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
322,nf,0.146,292.3766,292.5226,-52.68,142,141,395,0.15,27.74,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
323,nf,0.2533,293.8746,294.1279,-52.71,121,109,288,0.136,29.37,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
324,nf,0.164,294.6413,294.8053,-51.47,162,140,362,0.132,26.81,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
325,nf,0.378,295.2699,295.648,-53.38,147,140,338,0.125,26.55,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
326,nf,0.1106,296.4433,296.554,-53.59,241,155,405,0.142,30.16,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
327,SN,0.056,296.5973,296.6533,-47.17,652,475,850,0.2,29.24,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
328,SN,0.0533,296.712,296.7653,-45.77,797,785,995,0.145,32.94,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
329,nf,0.548,296.8086,297.3566,-52.75,154,145,309,0.115,29.23,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
330,nf,0.124,298.084,298.208,-52.61,126,104,279,0.131,30.91,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
331,nf,0.1326,298.3586,298.4913,-52.04,270,208,469,0.147,30.94,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
332,SN,0.04,298.6946,298.7346,-53.58,93,93,278,0.116,31.27,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
333,SN,0.048,298.7733,298.8213,-48.4,772,749,981,0.15,34.99,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
334,nf,0.302,299.3753,299.6773,-50.79,132,132,287,0.11,29.68,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
335,nf,0.2673,300.164,300.4313,-51.64,182,148,303,0.128,28.86,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
336,nf,0.0353,302.4286,302.4639,-57.68,93,93,319,0.149,31.45,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
337,nf,0.0346,303.5793,303.614,-52.19,93,93,286,0.114,30.56,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
338,nf,0.2493,305.0753,305.3246,-54.84,120,98,294,0.119,29.07,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
339,nf,0.512,306.4446,306.9566,-53.53,149,144,306,0.113,27.83,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
340,nf,0.1286,307.1666,307.2953,-56.91,146,141,362,0.134,32.14,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
341,nf,0.178,308,308.178,-52.98,279,252,459,0.14,30.25,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
342,nf,0.048,309.32,309.368,-52.34,93,93,260,0.132,26.54,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
343,nf,0.2133,316.468,316.6813,-51,168,163,312,0.116,30.64,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
344,SN,0.0433,318.5446,318.588,-57.93,314,289,576,0.165,31.31,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
345,SN,0.0646,318.6046,318.6693,-47.79,668,661,854,0.147,37.44,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
346,SN,0.0473,318.7319,318.7793,-44.65,753,753,957,0.141,35.62,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
347,nf,0.1693,319.6106,319.7799,-51.14,166,133,318,0.125,29.79,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
348,nf,0.1286,321.1846,321.3133,-53.27,101,93,295,0.124,24.13,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
349,nf,0.164,321.8046,321.9686,-54.31,134,106,355,0.134,25.28,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
350,nf,0.236,325.0973,325.3333,-54.2,155,156,340,0.149,35.78,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
351,nf,0.2666,328.3326,328.5993,-53.38,132,124,293,0.134,28.19,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
352,nf,0.5206,331.4893,332.01,-49.7,129,118,266,0.111,29.07,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
353,SN,0.0353,332.066,332.1013,-51.94,178,149,381,0.173,30.61,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
354,SN,0.0466,332.1526,332.1993,-46.81,592,508,794,0.145,30.35,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
355,SN,0.0466,332.2839,332.3306,-43.55,650,650,841,0.137,34.98,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
356,nf,0.1593,332.6486,332.808,-51.97,93,93,213,0.112,29.43,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
357,nf,0.458,333.4779,333.936,-51.28,137,126,261,0.105,28.02,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
358,SN,0.046,339.5653,339.6113,-47.92,357,347,535,0.175,26.92,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
359,SN,0.044,339.6506,339.6946,-44.41,819,780,1036,0.15,34.97,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
360,nf,0.1646,339.9806,340.1453,-50.52,221,224,384,0.125,32.49,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
361,nf,0.182,342.592,342.774,-50.19,154,149,296,0.106,31.38,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
362,nf,0.0486,343.3046,343.3533,-52.68,210,184,383,0.13,32.11,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
363,nf,0.0486,344.3793,344.428,-52.05,96,96,258,0.102,33.6,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
364,nf,0.164,345.1553,345.3193,-52.82,103,93,250,0.112,30.72,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
365,nf,0.142,348.234,348.376,-53.19,115,101,252,0.11,28.48,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
366,nf,0.338,349.8973,350.2353,-47.83,121,111,276,0.1,26.27,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
367,SN,0.0446,350.3426,350.3873,-50.8,811,797,1042,0.16,33.63,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
368,SN,0.042,350.4533,350.4953,-43.42,528,471,750,0.133,34.73,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
369,SN,0.0486,350.604,350.6526,-44.23,444,412,642,0.135,33.42,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
370,nf,0.1826,353.4486,353.6313,-53.3,139,135,263,0.104,26.55,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
371,nf,0.3426,355.0806,355.4233,-48.07,100,95,253,0.107,26.12,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
372,nf,0.1593,355.7406,355.8999,-49.89,94,95,257,0.12,28.19,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
373,nf,0.1686,356.6366,356.8053,-47.31,127,127,264,0.102,31.39,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
374,nf,0.236,358.6366,358.8726,-50.33,158,158,311,0.104,27.94,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
375,nf,0.1953,359.6846,359.88,-45.28,126,120,267,0.097,29.77,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
376,nf,0.1553,360.7319,360.8873,-48.24,95,95,258,0.115,28.22,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\230619_Whiskers\1004.WAV
